match_id,season,match_number,stage,date,venue,city,team1,team2,toss_winner,toss_decision,first_innings_score,first_innings_wickets,first_innings_overs,second_innings_score,second_innings_wickets,second_innings_overs,result,winner,win_by,win_margin,player_of_match,umpire1,umpire2,is_day_night
M0242,2011,62,League,2011-06-06,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,274,8,19.9,219,8,15.1,normal,Pune Warriors India,runs,55,Ben Ngidi,AK Chaudhary,Aleem Dar,True
M0243,2011,63,League,2011-06-08,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,183,8,19.3,132,8,19.0,normal,Mumbai Indians,runs,51,Andre Yadav,Ulhas Gandhe,Virender Sharma,True
M0244,2011,64,League,2011-06-09,Wankhede Stadium,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,field,231,2,19.4,234,9,18.7,normal,Delhi Daredevils,wickets,2,Mohammed Jansen,KN Ananthapadmanabhan,Richard Kettleborough,False
M0245,2011,65,League,2011-06-10,Wankhede Stadium,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,233,3,18.5,217,2,17.4,normal,Kings XI Punjab,runs,16,Rahul Finch,Ulhas Gandhe,Virender Sharma,True
M0246,2011,66,League,2011-06-12,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,128,8,18.3,131,3,19.1,normal,Mumbai Indians,wickets,8,Steve Rabada,Bruce Oxenford,Marais Erasmus,False
M0247,2011,67,League,2011-06-14,Greenfield Intl Stadium,Thiruvananthapuram,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,236,8,19.4,200,2,17.3,normal,Kolkata Knight Riders,runs,36,Martin Wood,CK Nandan,Richard Kettleborough,True
M0248,2011,68,League,2011-06-15,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,181,9,19.8,135,8,16.4,normal,Royal Challengers Bangalore,runs,46,Martin Gill,Marais Erasmus,Anil Chaudhary,False
M0249,2011,69,League,2011-06-17,Greenfield Intl Stadium,Thiruvananthapuram,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,bat,186,9,19.4,113,3,16.4,normal,Kochi Tuskers Kerala,runs,73,Glenn Maxwell,Paul Reiffel,S Ravi,False
M0250,2011,70,League,2011-06-18,Arun Jaitley Stadium,Delhi,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,119,2,18.1,122,4,15.5,normal,Royal Challengers Bangalore,wickets,7,Mitch Coetzee,Kumar Dharmasena,KN Ananthapadmanabhan,True
M0251,2011,71,Qualifier 1,2011-06-20,Eden Gardens,Kolkata,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,field,167,3,18.1,169,8,18.8,normal,Pune Warriors India,wickets,1,Faheem Pandey,Michael Gough,Aleem Dar,True
M0252,2011,72,Eliminator,2011-06-21,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,151,4,18.9,155,2,17.9,normal,Royal Challengers Bangalore,wickets,4,Mohammed de Bruyn,Kumar Dharmasena,Rod Tucker,False
M0253,2011,73,Qualifier 2,2011-06-22,Barabati Stadium,Cuttack,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,248,10,20.0,221,6,16.8,normal,Rajasthan Royals,runs,27,Washington Amir,AK Chaudhary,Richard Kettleborough,True
M0254,2011,74,Final,2011-06-23,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,315,7,18.0,238,5,19.6,normal,Delhi Daredevils,runs,77,Wriddhiman Steyn,Chris Gaffaney,S Ravi,True
M0255,2012,1,League,2012-03-14,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,105,2,18.7,109,6,19.4,normal,Delhi Daredevils,wickets,5,James Rahul,Billy Bowden,Richard Kettleborough,True
M0256,2012,2,League,2012-03-15,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,120,10,20.0,123,5,18.6,normal,Rajasthan Royals,wickets,10,MS Jadeja,Kumar Dharmasena,Billy Bowden,True
M0257,2012,3,League,2012-03-17,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,240,8,19.4,241,9,17.4,normal,Rajasthan Royals,wickets,4,Mark Malan,S Ravi,Michael Gough,True
M0258,2012,4,League,2012-03-18,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,168,5,18.2,160,1,16.1,normal,Kings XI Punjab,runs,8,Trent Ngidi,AK Chaudhary,Sundaram Ravi,False
M0259,2012,5,League,2012-03-19,Eden Gardens,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,207,6,18.3,162,7,17.4,normal,Kolkata Knight Riders,runs,45,Ruturaj Gaikwad,Kumar Dharmasena,Simon Taufel,True
M0260,2012,6,League,2012-03-20,MCA Stadium,Pune,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,170,5,19.1,176,9,17.5,normal,Kolkata Knight Riders,wickets,9,Sanju Pope,Billy Bowden,Anil Chaudhary,False
M0261,2012,7,League,2012-03-22,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,109,5,19.4,90,8,19.8,normal,Deccan Chargers,runs,19,Reece Ashraf,Aleem Dar,KN Ananthapadmanabhan,True
M0262,2012,8,League,2012-03-23,Eden Gardens,Kolkata,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,192,9,18.1,199,3,18.3,normal,Mumbai Indians,wickets,7,Krunal Curran,AK Chaudhary,Billy Bowden,True
M0263,2012,9,League,2012-03-24,MCA Stadium,Pune,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,215,8,19.6,216,2,17.8,normal,Chennai Super Kings,wickets,10,Glenn Azam,Paul Reiffel,AK Chaudhary,True
M0264,2012,10,League,2012-03-26,MCA Stadium,Pune,Pune Warriors India,Mumbai Indians,Mumbai Indians,field,171,6,18.2,169,4,18.9,normal,Pune Warriors India,runs,2,Moeen Kishan,Paul Reiffel,Nitin Menon,True
M0265,2012,11,League,2012-03-28,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,205,9,18.0,213,1,19.8,normal,Rajasthan Royals,wickets,3,Dewald Buttler,KN Ananthapadmanabhan,AK Chaudhary,True
M0266,2012,12,League,2012-03-29,Barabati Stadium,Cuttack,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,168,9,18.3,171,3,19.4,normal,Mumbai Indians,wickets,5,Deepak Curran,Billy Bowden,Bruce Oxenford,False
M0267,2012,13,League,2012-03-30,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,bat,104,7,19.1,99,10,16.2,normal,Deccan Chargers,super over,0,Glenn Brewis,Kumar Dharmasena,Simon Taufel,True
M0268,2012,14,League,2012-04-01,MCA Stadium,Pune,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,field,227,4,18.0,172,10,18.9,normal,Delhi Daredevils,runs,55,Naveen Anderson,Nitin Menon,CK Nandan,True
M0269,2012,15,League,2012-04-02,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,180,10,20.0,152,9,18.9,normal,Mumbai Indians,runs,28,Steve Dhawan,Anil Chaudhary,Rod Tucker,False
M0270,2012,16,League,2012-04-04,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,228,10,20.0,229,9,18.7,tie,Chennai Super Kings,super over,0,Ishan Agarwal,Ulhas Gandhe,Billy Bowden,True
M0271,2012,17,League,2012-04-06,MCA Stadium,Pune,Pune Warriors India,Deccan Chargers,Pune Warriors India,field,206,9,18.6,159,2,18.5,normal,Deccan Chargers,runs,47,Mohammad Gill,Virender Sharma,CK Nandan,True
M0272,2012,18,League,2012-04-07,Greenfield Intl Stadium,Thiruvananthapuram,Pune Warriors India,Delhi Daredevils,Pune Warriors India,field,230,5,19.6,240,3,18.0,normal,Pune Warriors India,wickets,3,Najibullah Williamson,Paul Reiffel,Nitin Menon,True
M0273,2012,19,League,2012-04-08,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,field,96,4,18.2,105,8,18.7,normal,Royal Challengers Bangalore,wickets,8,Naveen Anderson,Richard Kettleborough,Billy Bowden,True
M0274,2012,20,League,2012-04-10,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,167,3,18.7,177,10,18.1,normal,Delhi Daredevils,wickets,4,Washington Livingstone,Billy Bowden,Simon Taufel,False
M0275,2012,21,League,2012-04-11,JSCA Intl Stadium Complex,Ranchi,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,220,3,18.3,230,10,16.8,normal,Royal Challengers Bangalore,wickets,10,Aiden Zaman,Virender Sharma,S Ravi,True
M0276,2012,22,League,2012-04-12,Chinnaswamy Stadium,Bangalore,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,227,8,18.6,233,3,19.8,normal,Pune Warriors India,wickets,9,Glenn Chahal,Billy Bowden,Rod Tucker,True
M0277,2012,23,League,2012-04-14,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,195,6,20.0,173,2,19.6,normal,Delhi Daredevils,runs,22,Fazalhaq Rizwan,Chris Gaffaney,Richard Kettleborough,True
M0278,2012,24,League,2012-04-15,MCA Stadium,Pune,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,209,9,19.0,172,8,16.5,normal,Pune Warriors India,runs,37,Mohammad Brook,Kumar Dharmasena,Michael Gough,False
M0279,2012,25,League,2012-04-17,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,120,5,19.5,120,3,17.5,normal,Deccan Chargers,super over,0,Suryakumar Rahane,Chris Gaffaney,Virender Sharma,False
M0280,2012,26,League,2012-04-19,M. A. Chidambaram Stadium,Chennai,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,181,2,18.5,109,10,16.9,normal,Rajasthan Royals,runs,72,Dale Siraj,Bruce Oxenford,Rod Tucker,True
M0281,2012,27,League,2012-04-20,DY Patil Stadium,Navi Mumbai,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,94,8,18.1,104,4,18.5,normal,Deccan Chargers,wickets,4,Shai du Plessis,Billy Bowden,CK Nandan,False
M0282,2012,28,League,2012-04-21,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,200,7,19.1,202,4,15.6,normal,Rajasthan Royals,wickets,8,Chris Brewis,Paul Reiffel,CK Nandan,True
M0283,2012,29,League,2012-04-23,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,220,8,19.4,225,5,17.5,normal,Delhi Daredevils,wickets,8,Deepak Klaasen,CK Nandan,Billy Bowden,False
M0284,2012,30,League,2012-04-25,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,186,2,18.6,157,7,16.1,normal,Mumbai Indians,runs,29,Rassie Rizwan,Marais Erasmus,AK Chaudhary,False
M0285,2012,31,League,2012-04-26,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,189,10,20.0,190,9,16.1,normal,Delhi Daredevils,wickets,6,Virat Kishan,AK Chaudhary,Rod Tucker,False
M0286,2012,32,League,2012-04-27,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,105,2,19.7,107,9,17.0,normal,Royal Challengers Bangalore,wickets,4,Dale Siraj,KN Ananthapadmanabhan,Billy Bowden,True
M0287,2012,33,League,2012-04-28,Punjab Cricket Association Stadium,Mohali,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,166,3,18.2,173,1,15.1,normal,Kolkata Knight Riders,wickets,3,Hardik Jadeja,AK Chaudhary,Richard Kettleborough,False
M0288,2012,34,League,2012-04-29,DY Patil Stadium,Navi Mumbai,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,151,3,18.5,92,10,17.4,normal,Royal Challengers Bangalore,runs,59,Devdutt Ferguson,Paul Reiffel,CK Nandan,True
M0289,2012,35,League,2012-04-30,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,242,3,18.9,243,7,18.9,normal,Mumbai Indians,wickets,6,Faheem Afridi,Virender Sharma,Anil Chaudhary,True
M0290,2012,36,League,2012-05-02,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,159,3,18.3,167,9,18.6,normal,Mumbai Indians,wickets,8,Tim Samson,Sundaram Ravi,Bruce Oxenford,False
M0291,2012,37,League,2012-05-03,Wankhede Stadium,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,147,10,20.0,156,8,16.6,normal,Royal Challengers Bangalore,wickets,5,Glenn Agarwal,Bruce Oxenford,Nitin Menon,False
M0292,2012,38,League,2012-05-05,JSCA Intl Stadium Complex,Ranchi,Pune Warriors India,Delhi Daredevils,Pune Warriors India,field,142,5,18.9,126,2,15.2,normal,Pune Warriors India,runs,16,Ambati Gayle,CK Nandan,KN Ananthapadmanabhan,False
M0293,2012,39,League,2012-05-06,MCA Stadium,Pune,Pune Warriors India,Deccan Chargers,Deccan Chargers,field,169,10,20.0,131,6,18.1,normal,Pune Warriors India,runs,38,Lockie Shaw,Anil Chaudhary,Sundaram Ravi,True
M0294,2012,40,League,2012-05-07,Brabourne Stadium,Mumbai,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,139,10,20.0,147,1,16.6,normal,Kolkata Knight Riders,wickets,3,Shreyas Jadeja,Marais Erasmus,Richard Kettleborough,True
M0295,2012,41,League,2012-05-09,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,140,3,18.7,144,6,18.1,normal,Chennai Super Kings,wickets,10,Ishan Agarwal,Rod Tucker,Chris Gaffaney,False
M0296,2012,42,League,2012-05-10,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,126,5,18.6,106,5,17.8,normal,Royal Challengers Bangalore,runs,20,Ben Pandey,Richard Kettleborough,Ulhas Gandhe,False
M0297,2012,43,League,2012-05-12,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,125,4,18.3,126,6,15.4,normal,Royal Challengers Bangalore,wickets,4,Mayank Agarwal,Billy Bowden,Richard Kettleborough,False
M0298,2012,44,League,2012-05-14,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,183,6,19.7,192,2,19.4,normal,Deccan Chargers,wickets,8,Faf Sharma,Rod Tucker,Marais Erasmus,False
M0299,2012,45,League,2012-05-15,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,105,7,19.7,111,7,16.1,normal,Deccan Chargers,wickets,3,Lockie Boult,AK Chaudhary,Rod Tucker,True
M0300,2012,46,League,2012-05-17,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,212,10,20.0,164,1,18.0,normal,Kolkata Knight Riders,runs,48,Najibullah Karthik,Billy Bowden,Chris Gaffaney,True
M0301,2012,47,League,2012-05-19,Wankhede Stadium,Mumbai,Mumbai Indians,Pune Warriors India,Pune Warriors India,field,127,2,18.7,130,3,19.4,normal,Pune Warriors India,wickets,9,Rahul Maxwell,Richard Kettleborough,Simon Taufel,False
M0302,2012,48,League,2012-05-21,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,149,2,18.7,154,6,19.5,normal,Chennai Super Kings,super over,0,Nathan Iyer,Marais Erasmus,Sundaram Ravi,True
M0303,2012,49,League,2012-05-22,M. A. Chidambaram Stadium,Chennai,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,bat,144,9,18.1,148,9,17.0,normal,Royal Challengers Bangalore,wickets,2,Gulbadin Bairstow,Aleem Dar,Paul Reiffel,True
M0304,2012,50,League,2012-05-23,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,147,7,19.2,135,1,18.8,normal,Delhi Daredevils,runs,12,Marco Afridi,Aleem Dar,Rod Tucker,True
M0305,2012,51,League,2012-05-24,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,198,8,18.5,180,4,16.4,normal,Mumbai Indians,runs,18,Robin Pant,Rod Tucker,Marais Erasmus,True
M0306,2012,52,League,2012-05-25,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,109,8,18.3,113,7,16.7,normal,Mumbai Indians,wickets,3,Deepak Klaasen,Paul Reiffel,Rod Tucker,False
M0307,2012,53,League,2012-05-26,MCA Stadium,Pune,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,247,4,19.0,232,8,17.9,normal,Mumbai Indians,runs,15,Sunil Siraj,Anil Chaudhary,Sundaram Ravi,False
M0308,2012,54,League,2012-05-28,Brabourne Stadium,Mumbai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,160,7,18.6,147,8,17.7,normal,Rajasthan Royals,runs,13,David Anderson,Aleem Dar,Virender Sharma,True
M0309,2012,55,League,2012-05-30,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,field,168,2,19.9,177,2,17.1,normal,Pune Warriors India,wickets,7,Jason Southee,Chris Gaffaney,Sundaram Ravi,True
M0310,2012,56,League,2012-06-01,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,bat,118,6,19.6,124,8,17.0,normal,Pune Warriors India,wickets,1,Ajinkya Uthappa,Virender Sharma,Aleem Dar,True
M0311,2012,57,League,2012-06-02,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,171,10,20.0,139,6,15.0,normal,Mumbai Indians,runs,32,Shaheen Rabada,Marais Erasmus,Anil Chaudhary,True
M0312,2012,58,League,2012-06-03,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,134,8,19.5,93,5,19.1,normal,Royal Challengers Bangalore,runs,41,Ambati van der Dussen,CK Nandan,S Ravi,True
M0313,2012,59,League,2012-06-05,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,194,3,19.3,202,4,15.2,normal,Chennai Super Kings,wickets,1,Faf Chahar,Paul Reiffel,CK Nandan,True
M0314,2012,60,League,2012-06-06,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,199,4,18.8,145,9,19.2,normal,Royal Challengers Bangalore,runs,54,KL Brewis,Virender Sharma,Simon Taufel,False
M0315,2012,61,Qualifier 1,2012-06-07,Wankhede Stadium,Mumbai,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,219,8,18.8,224,7,16.3,normal,Royal Challengers Bangalore,wickets,1,Dawid Zaman,Kumar Dharmasena,Virender Sharma,True
M0316,2012,62,Eliminator,2012-06-09,Brabourne Stadium,Mumbai,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,118,4,13.7,0,0,0.0,no result,,,0,Lockie Ashwin,Simon Taufel,Richard Kettleborough,True
M0317,2012,63,Qualifier 2,2012-06-10,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,280,7,18.1,217,10,18.4,normal,Kolkata Knight Riders,runs,63,Shaheen Lyon,Chris Gaffaney,CK Nandan,False
M0318,2012,64,Final,2012-06-11,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,133,7,19.5,128,9,18.7,normal,Mumbai Indians,runs,5,Deepak Klaasen,Bruce Oxenford,Marais Erasmus,True
M0319,2013,1,League,2013-03-09,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,237,2,18.3,195,2,16.9,normal,Royal Challengers Bangalore,runs,42,Mohammad Boult,Simon Taufel,Nitin Menon,True
M0320,2013,2,League,2013-03-10,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,166,6,19.2,169,4,18.5,tie,Chennai Super Kings,super over,0,Steve Rabada,Billy Bowden,Anil Chaudhary,True
M0321,2013,3,League,2013-03-12,Arun Jaitley Stadium,Delhi,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,101,8,18.4,104,5,16.3,normal,Royal Challengers Bangalore,wickets,5,Hashim Rossouw,Michael Gough,Nitin Menon,True
M0322,2013,4,League,2013-03-13,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,97,7,18.7,105,3,17.3,normal,Rajasthan Royals,wickets,8,Ambati Gayle,KN Ananthapadmanabhan,Rod Tucker,False
M0323,2013,5,League,2013-03-15,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,262,6,18.6,194,6,17.3,normal,Mumbai Indians,runs,68,Faf Chahar,Virender Sharma,Aleem Dar,False
M0324,2013,6,League,2013-03-16,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,154,8,19.8,161,10,19.7,normal,Rajasthan Royals,wickets,8,Axar Jadeja,Kumar Dharmasena,Michael Gough,True
M0325,2013,7,League,2013-03-18,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,174,7,19.5,176,6,17.5,normal,Mumbai Indians,wickets,7,Krunal Shami,AK Chaudhary,S Ravi,False
M0326,2013,8,League,2013-03-19,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,bat,236,7,19.5,235,3,18.4,normal,Sunrisers Hyderabad,runs,1,Shaheen Lyon,Kumar Dharmasena,S Ravi,False
M0327,2013,9,League,2013-03-21,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,bat,96,7,19.2,106,8,18.4,normal,Royal Challengers Bangalore,wickets,7,Chris Agarwal,Anil Chaudhary,Aleem Dar,False
M0328,2013,10,League,2013-03-23,Arun Jaitley Stadium,Delhi,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,182,4,18.6,156,1,16.0,normal,Royal Challengers Bangalore,runs,26,Sunil de Bruyn,Virender Sharma,Michael Gough,False
M0329,2013,11,League,2013-03-24,Ekana Cricket Stadium,Lucknow,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,101,2,19.4,92,7,19.3,normal,Sunrisers Hyderabad,runs,9,AB Natarajan,KN Ananthapadmanabhan,S Ravi,False
M0330,2013,12,League,2013-03-25,Barabati Stadium,Cuttack,Mumbai Indians,Delhi Daredevils,Mumbai Indians,field,110,7,18.8,60,9,18.1,normal,Mumbai Indians,runs,51,Marco Stubbs,Virender Sharma,CK Nandan,True
M0331,2013,13,League,2013-03-26,Brabourne Stadium,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,170,3,18.7,172,8,19.5,normal,Mumbai Indians,wickets,4,Mohammad Pant,KN Ananthapadmanabhan,Bruce Oxenford,True
M0332,2013,14,League,2013-03-27,Narendra Modi Stadium,Ahmedabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,156,7,19.1,161,5,19.7,normal,Sunrisers Hyderabad,wickets,1,Faf Brewis,Marais Erasmus,Sundaram Ravi,True
M0333,2013,15,League,2013-03-28,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,137,5,19.2,107,3,17.9,normal,Mumbai Indians,runs,30,Hashim Buttler,Chris Gaffaney,Anil Chaudhary,False
M0334,2013,16,League,2013-03-30,MCA Stadium,Pune,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,field,224,4,19.7,227,8,19.5,normal,Royal Challengers Bangalore,wickets,7,Hasan Sharma,Aleem Dar,Simon Taufel,True
M0335,2013,17,League,2013-03-31,Eden Gardens,Kolkata,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,235,5,19.5,236,7,18.1,normal,Pune Warriors India,wickets,1,Devdutt Boult,Nitin Menon,Ulhas Gandhe,True
M0336,2013,18,League,2013-04-01,M. A. Chidambaram Stadium,Chennai,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,bat,157,9,18.4,162,9,16.4,normal,Pune Warriors India,wickets,4,Mohammad Gill,Rod Tucker,Simon Taufel,True
M0337,2013,19,League,2013-04-02,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,118,5,19.0,60,8,15.4,normal,Chennai Super Kings,runs,82,Shai Amla,Rod Tucker,Kumar Dharmasena,True
M0338,2013,20,League,2013-04-04,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,209,2,18.5,219,5,17.5,normal,Mumbai Indians,wickets,4,Rahul Finch,Marais Erasmus,Nitin Menon,True
M0339,2013,21,League,2013-04-06,Wankhede Stadium,Mumbai,Mumbai Indians,Pune Warriors India,Mumbai Indians,field,142,9,18.0,150,8,15.8,normal,Pune Warriors India,wickets,2,Washington Salt,Simon Taufel,CK Nandan,True
M0340,2013,22,League,2013-04-07,Barabati Stadium,Cuttack,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,178,7,19.5,113,8,15.5,normal,Sunrisers Hyderabad,runs,65,Chris Agarwal,Paul Reiffel,Rod Tucker,False
M0341,2013,23,League,2013-04-09,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,221,8,19.6,154,5,16.1,normal,Rajasthan Royals,runs,67,AB Buttler,Chris Gaffaney,KN Ananthapadmanabhan,True
M0342,2013,24,League,2013-04-10,MCA Stadium,Pune,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,202,2,19.9,205,8,18.8,normal,Rajasthan Royals,wickets,1,Ollie Buttler,Aleem Dar,Rod Tucker,False
M0343,2013,25,League,2013-04-11,Wankhede Stadium,Mumbai,Mumbai Indians,Pune Warriors India,Pune Warriors India,field,153,10,20.0,158,2,15.4,normal,Pune Warriors India,wickets,4,Marchant Jadeja,Marais Erasmus,Nitin Menon,False
M0344,2013,26,League,2013-04-13,Holkar Cricket Stadium,Indore,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,195,6,19.1,187,8,19.6,normal,Chennai Super Kings,runs,8,Wahab Saha,Kumar Dharmasena,KN Ananthapadmanabhan,False
